"Binalonan, Pangasinan — Central Agricultural Production Dataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crop
Type",Barangay,Month,Year,"Season /
Period",Phase,"Rainfall
(mm/day)","Avg Temp
(°C)","Min Temp
(°C)","Max Temp
(°C)","Humidity
(%)","Surface
Pressure (kPa)","Solar Rad.
(MJ/m²/day)","Climate
Type","Climate
Season",Soil Type,Terrain Type,"Elevation
(m asl)","Nearest
Water Body","Land Size
(ha)","Irrigated
Area (ha)","Rainfed
Area (ha)","Total Area
Planted (ha)","Area
Harvested (ha)","Production
(MT)","Yield
(MT/ha)","Primary Planting
Technique",Tillage Method,Water Management
Palay,Dumayat,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,266.28,2.00,35.32,12.25,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,244.44,2.00,72.74,10.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Vacante,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,Aloragat River,484.68,2.00,81.66,43.79,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sta. Catalina,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,31.07,145.04,35.80,,,,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk; terrace or bund-assisted water retention essential on slopes
Palay,Moreno,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Moderately Sloping / Highland,90,Alibeng River,641.76,12.14,135.56,25.69,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention; terrace or bund-assisted water retention essential on slopes
Palay,Cili,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,2.00,35.32,14.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sumabnit,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,2.00,81.66,63.60,,,,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,377.16,2.00,52.42,179.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,2.00,20.70,115.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,281.40,2.00,35.32,120.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Central,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,452.76,6.00,26.40,129.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Sur,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,7.28,32.10,150.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Linmansangan,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,492.24,2.00,81.66,12.25,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Pasileng Sur,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,7.89,41.02,160.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Maria Norte,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,2.00,26.40,25.50,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Bugayong,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,2.00,41.02,16.60,,,,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Mangkasuy,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,2.00,80.30,16.90,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Santiago,January,2011,DS 2011-2012,Planting,1.50,23.26,16.59,29.76,81.59,98.46,15.11,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,283.08,5.30,81.66,12.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Pasileng Norte,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,2.00,26.40,74.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Tabuyoc,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,277.20,1.00,81.66,121.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,244.44,2.00,72.74,10.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Cili,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,2.00,35.32,14.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sumabnit,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,1.50,81.66,63.60,,,,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,377.16,2.00,52.42,179.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,0.50,26.40,115.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,281.40,2.00,35.32,100.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Central,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,452.76,1.50,26.40,129.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Sur,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,1.00,32.10,150.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,2.00,41.02,160.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Maria Norte,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,6.97,26.40,25.50,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Bugayong,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,2.00,41.02,16.00,,,,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Mangkasuy,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,0.50,80.30,16.90,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Santiago,January,2012,DS 2012-2013,Planting,0.85,24.57,18.71,31.08,80.65,98.53,16.80,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,283.08,0.50,81.66,14.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Pasileng Norte,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,5.00,26.40,75.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Tabuyoc,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,277.20,2.00,81.66,125.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,244.44,2.00,72.74,5.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sumabnit,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,3.00,81.66,60.00,,,,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,—,377.16,4.00,67.04,179.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,10.50,26.40,120.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Silty Clay Loam,Flat / Lowland,30,—,281.40,2.00,35.32,120.00,,,,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Sur,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,1.50,32.10,125.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,1.50,26.40,160.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Maria Norte,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,8.19,26.40,12.00,,,,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Bugayong,January,2013,DS 2013-2014,Planting,0.58,24.32,16.94,31.93,74.94,98.60,16.43,Type I – Tropical Monsoon (PAGASA),Dry (Cool),Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,2.00,41.02,7.00,,,,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
